network,station,latitude,longitude,elevation_m,start_date,end_date,duration_years
TA,R50A,38.281601,-84.3274,255.0,2012-06-17,2014-04-23,1.8499220156158898
TA,156A,32.654202,-81.495003,40.0,2012-04-05,2014-02-09,1.8498364894668795
TA,M49A,41.474499,-83.975197,203.0,2012-07-17,2014-05-23,1.8497224123507492
TA,Z53A,33.280102,-83.571297,144.0,2012-04-09,2014-02-10,1.8415849114001064
TA,152A,32.668598,-84.718803,214.0,2012-04-03,2014-02-03,1.8396557406139884
TA,V51A,35.803299,-84.351097,243.0,2012-05-08,2014-03-10,1.8391854893908282
TA,Z55A,33.2211,-82.135902,100.0,2012-04-06,2014-02-06,1.8389896570081374
TA,V45A,35.740299,-88.959099,126.0,2011-05-15,2013-03-16,1.8388850863183512
TA,L48A,41.943802,-84.432899,369.0,2012-07-21,2014-05-23,1.8388510850001267
TA,W44A,35.1395,-89.816101,101.0,2011-05-12,2013-03-13,1.8388470606129743
TA,X54A,34.547401,-82.374298,213.0,2013-02-14,2014-12-17,1.8387139706441555
TA,M48A,41.4846,-84.717102,258.0,2012-07-22,2014-05-23,1.836498973305955
TA,W54A,35.085701,-82.185898,272.0,2013-02-15,2014-12-17,1.836460947600578
TA,L56A,42.136501,-77.559097,688.0,2013-08-17,2015-06-15,1.8278172611351942
TA,V54A,35.7771,-81.9478,448.0,2013-02-18,2014-12-15,1.8226671229751312
TA,M50A,41.4035,-83.042801,176.0,2012-07-18,2014-05-14,1.8226549864374983
TA,R52A,38.336601,-82.644302,300.0,2012-06-28,2014-04-24,1.8224199558901817
TA,R51A,38.300098,-83.583397,231.0,2012-06-27,2014-04-23,1.8221822952315765
TA,Y46A,33.882801,-88.857697,109.0,2011-04-14,2013-02-06,1.8200908814358507
TA,V53A,35.669399,-82.812401,681.0,2012-05-20,2014-03-14,1.8170060460871549
TA,V52A,35.841702,-83.595901,328.0,2012-05-14,2014-03-08,1.8169994549648896
TA,Y47A,33.9025,-87.849403,160.0,2011-04-13,2013-02-03,1.8145771541562097
TA,Y45A,33.865601,-89.543098,106.0,2011-04-16,2013-02-06,1.8142634420868506
TA,U55A,36.5023,-81.047203,863.0,2013-02-21,2014-12-13,1.809500722488402
TA,W45A,35.156799,-89.185997,187.0,2011-05-17,2013-03-07,1.8087972469389306
TA,Z48A,33.3764,-87.555603,101.0,2011-04-15,2013-02-03,1.808759221233554
TA,V49A,35.7663,-85.903,329.0,2012-05-06,2014-02-24,1.805983344741045
TA,T55A,37.117001,-80.784302,644.0,2013-02-20,2014-12-11,1.8059167997566354
TA,248A,32.094002,-87.739304,103.0,2011-04-08,2013-01-25,1.8039965016351054
TA,P54A,39.602001,-80.479599,473.0,2013-01-27,2014-11-16,1.8034166096281086
TA,Z45A,33.370499,-89.691299,113.0,2011-04-19,2013-02-04,1.8005836945775344
TA,Z47A,33.199001,-88.069603,65.0,2011-04-16,2013-01-31,1.798150049433417
TA,V50A,35.671299,-85.099998,287.0,2012-05-07,2014-02-22,1.7980930108753517
TA,V58A,35.793999,-79.114998,127.0,2013-04-22,2015-02-05,1.7927883932871955
TA,U53A,36.364399,-82.5765,559.0,2012-05-21,2014-03-06,1.792408167921515
XO,KG29,37.717899,-87.472603,129.0,2013-07-26,2015-05-11,1.7909318199102593
TA,Z46A,33.193298,-88.941399,125.0,2011-04-17,2013-01-29,1.7903357669784774
XO,KF30,37.884701,-87.3937,119.0,2013-07-29,2015-05-11,1.7824451479199939
XO,KG31,37.653,-87.180496,129.0,2013-07-29,2015-05-11,1.78242809972875
XO,KI29,37.273102,-87.557602,134.0,2013-07-31,2015-05-12,1.7799161216315562
XO,KH32,37.423302,-87.2761,163.0,2013-07-31,2015-05-12,1.779803185286587
TA,M52A,41.540501,-81.357002,382.0,2013-01-17,2014-10-28,1.7786302824042386
XO,KI31,37.252899,-87.285797,167.0,2013-08-01,2015-05-12,1.7775573237508555
XO,KH30,37.4706,-87.464302,146.0,2013-07-31,2015-05-11,1.7775423669734074
XO,KK34,36.9081,-86.820801,206.0,2013-08-02,2015-05-12,1.7747927282176084
XO,KG35,37.643101,-86.614098,164.0,2013-08-02,2015-05-12,1.774782049332015
XO,KG27,37.647301,-87.901199,210.0,2013-08-01,2015-05-11,1.774567394225163
XO,KH34,37.473999,-86.926903,136.0,2013-08-02,2015-05-12,1.7745005323598753
XO,KK36,36.935501,-86.577698,170.0,2013-08-02,2015-05-12,1.77449596927523
XO,KJ34,37.109798,-86.923401,182.0,2013-08-02,2015-05-12,1.77441247116384
XO,KH26,37.456699,-88.008202,187.0,2013-08-01,2015-05-11,1.7742413554896443
XO,NE27,37.966,-87.822601,125.0,2013-07-29,2015-05-07,1.7714775204705047
TA,M42A,41.454601,-89.758102,212.0,2011-07-30,2013-05-06,1.7709331508099475
SP,MYRTL,33.863602,-78.667999,23.0,2001-09-11,2003-06-19,1.7709331508099475
XO,NE31,37.9743,-87.172699,119.0,2013-07-30,2015-05-07,1.7693550523487211
TA,L59A,42.190201,-75.042603,677.0,2013-09-03,2015-06-11,1.7687732907445433
TA,N48A,40.8591,-85.0271,250.0,2012-08-31,2014-06-07,1.7673302152254924
XO,NC33,38.318001,-87.023804,161.0,2013-07-29,2015-05-05,1.7667447778031282
TA,U49A,36.512901,-85.779602,234.0,2012-05-22,2014-02-24,1.7623823738180344
XO,NE33,38.040798,-86.877998,127.0,2013-08-01,2015-05-05,1.7583846363475042
TA,M47A,41.359402,-85.621399,283.0,2012-09-05,2014-06-07,1.7542588790022056
TA,N46A,40.894901,-86.735199,209.0,2011-10-13,2013-07-13,1.751140771161305
TA,N45A,40.8479,-87.511803,206.0,2011-10-12,2013-07-11,1.7491634344817097
TA,N44A,40.7953,-88.133301,202.0,2011-10-16,2013-07-15,1.7486691003118109
TA,U51A,36.378601,-84.016502,472.0,2012-05-30,2014-02-27,1.748640581032778
TA,U50A,36.4156,-84.843102,474.0,2012-05-28,2014-02-23,1.7430412959160393
TA,L43A,42.1833,-88.742302,266.0,2011-09-17,2013-06-14,1.7430412959160393
6E,WB35,38.1777,-87.396896,144.0,2014-05-12,2016-02-04,1.7353601034299186
TA,X45A,34.424099,-89.393097,142.0,2011-05-16,2013-02-07,1.7350463913605598
TA,O45A,40.248901,-87.724403,208.0,2011-10-17,2013-07-11,1.7349037949653967
TA,P44A,39.467602,-88.620903,195.0,2011-08-06,2013-04-29,1.7324036048368696
TA,O47A,40.236099,-86.174202,278.0,2011-10-21,2013-07-13,1.7297893375922124
TA,L60A,41.988998,-74.222603,388.0,2013-09-04,2015-05-28,1.7291999391588715
TA,M60A,41.3265,-74.625,292.0,2013-08-31,2015-05-23,1.7266712297513118
TA,M45A,41.3881,-87.250397,216.0,2011-10-23,2013-07-14,1.7265096205034602
TA,M46A,41.407902,-86.352402,242.0,2011-10-24,2013-07-14,1.7243421552969806
TA,N61A,40.7519,-74.296898,108.0,2013-09-05,2015-05-27,1.7238193018480492
TA,O43A,40.285599,-89.313004,224.0,2011-08-17,2013-05-07,1.7237717697163282
TA,L57A,42.0005,-76.849197,546.0,2013-08-29,2015-05-19,1.7215187466727508
TA,L55A,42.183102,-78.436798,633.0,2013-01-24,2014-10-14,1.7211004639136056
TA,M55A,41.468601,-78.7649,531.0,2013-01-26,2014-10-14,1.715932231855401
TA,Q60A,39.001598,-75.842903,14.0,2013-05-28,2015-02-13,1.7156722944710625
TA,M57A,41.3372,-77.127998,319.0,2013-08-30,2015-05-18,1.7156107878926155
TA,L46A,42.012699,-86.295502,223.0,2012-09-08,2014-05-27,1.7154572907952443
TA,P61A,39.673401,-74.791901,22.0,2013-05-29,2015-02-12,1.710620547823662
TA,S61A,37.680401,-75.672699,58.0,2013-05-27,2015-02-09,1.7080794483737674
TA,R61A,38.330299,-75.338997,76.0,2013-05-27,2015-02-09,1.7080794483737674
TA,W51A,35.160599,-84.759903,260.0,2012-06-13,2014-02-22,1.6964027682713514
XO,LH20,37.517899,-88.8349,223.1,2012-06-13,2014-02-21,1.694729605546683
TA,N43A,40.9394,-89.1735,215.0,2011-11-04,2013-07-14,1.6940261616852992
TA,Z51A,33.3167,-85.174698,249.0,2012-04-07,2013-12-16,1.6937664144294877
TA,Q47A,38.936199,-86.426102,230.0,2011-11-07,2013-07-14,1.685955205719066
TA,N47A,40.8801,-85.694199,252.0,2012-09-04,2014-05-12,1.6857792734555226
TA,N49A,40.922001,-84.182503,225.0,2012-09-03,2014-05-11,1.685489707709078
TA,T45A,37.0196,-88.644699,119.0,2011-11-17,2013-07-23,1.6830557456840824
TA,T46A,37.041698,-87.894096,169.0,2011-11-18,2013-07-23,1.67984257357974
TA,U46A,36.359001,-88.177299,146.0,2011-11-20,2013-07-24,1.6772092934823941
XO,SCCC,41.764851,-74.670135,463.0,1997-06-19,1999-02-22,1.6771422414885797
XO,LG25A,37.662498,-88.458801,127.9,2011-11-18,2013-07-22,1.676098689380688
TA,Q46A,39.023102,-87.357498,164.0,2011-11-08,2013-07-11,1.6750513347022586
TA,T48A,37.109402,-86.394302,218.0,2011-11-19,2013-07-20,1.669052779679063
Z9,D10,34.091702,-82.903198,185.7,2012-09-10,2014-05-12,1.6671419879838771
TA,R46A,38.212399,-87.511398,164.0,2011-11-14,2013-07-12,1.6612860293558445
TA,R45A,38.292599,-88.281197,143.0,2011-11-14,2013-07-12,1.660810708038634
TA,X46A,34.5564,-88.584396,150.0,2011-12-08,2013-08-03,1.6558673663396457
TA,Q45A,38.894798,-88.156502,162.0,2011-11-19,2013-07-15,1.6553255000380258
TA,S46A,37.684898,-87.715302,125.0,2011-11-24,2013-07-19,1.6531770476842345
TA,P45A,39.527699,-87.743896,193.0,2011-11-16,2013-07-11,1.652654194235303
SP,TRLBY,34.028099,-79.359558,15.2,2001-09-17,2003-05-12,1.650397368621188
XO,LF26,37.744999,-88.129997,158.0,2013-09-19,2015-05-11,1.6410563224072807
XR,FA07,34.731232,-86.710449,178.0,2001-05-11,2002-12-31,1.640412008517758
TA,Y48A,33.913101,-87.169601,170.0,2011-12-17,2013-08-06,1.6393356909270667
TA,Y50A,33.891102,-85.734703,248.0,2011-12-20,2013-08-08,1.6368355007985398
TA,X47A,34.517799,-87.857101,212.0,2011-12-10,2013-07-29,1.6366738915506882
TA,R47A,38.2957,-86.527,181.0,2011-11-25,2013-07-14,1.6361510381017568
TA,Z49A,33.194199,-86.531097,134.0,2011-12-19,2013-08-06,1.633337135903871
XR,FA04,32.751015,-84.920647,175.0,2001-05-14,2002-12-31,1.6319222944710625
XR,FA05,33.572838,-85.109482,303.0,2001-05-15,2002-12-31,1.6293641151418359
TA,X49A,34.5126,-86.325996,182.0,2011-12-11,2013-07-26,1.6258840976500115
TA,U48A,36.5107,-86.540199,268.0,2011-12-10,2013-07-20,1.6120997794509089
TA,R48A,38.400101,-85.871399,243.0,2011-12-09,2013-07-18,1.6094760057799071
TA,U45A,36.348099,-88.763496,144.0,2011-08-08,2013-03-14,1.6007491063959236
XO,KH50,37.417,-84.463303,289.0,2014-03-12,2015-10-17,1.6000367581818642
XO,KI51,37.185699,-84.5075,311.0,2014-03-12,2015-10-17,1.5994942264304002
XO,KI49,37.220699,-84.749802,345.0,2014-03-12,2015-10-17,1.5991453088954801
TA,U44B,36.3391,-89.3507,136.0,2011-08-04,2013-03-09,1.5980112556087915
TA,L54A,42.234501,-79.3162,432.0,2013-03-26,2014-10-27,1.5896646132785763
XO,KK48,36.867199,-84.944199,318.0,2014-03-19,2015-10-17,1.580594658655918
TA,148A,32.6469,-87.570999,63.0,2012-01-16,2013-08-07,1.5599570309529243
TA,150A,32.606701,-86.022003,145.0,2012-01-18,2013-08-09,1.5595577610464675
TA,151A,32.526901,-85.326698,211.0,2012-01-19,2013-08-09,1.557219180165792
TA,149A,32.598301,-86.791603,138.0,2012-01-17,2013-08-07,1.5567723781276144
TA,251A,32.092899,-85.408997,139.0,2012-01-24,2013-08-09,1.5438436382994905
TA,V47A,35.827801,-87.5205,240.0,2012-01-12,2013-07-28,1.5430831241919538
TA,V46A,35.800701,-88.117699,162.0,2012-01-13,2013-07-28,1.5407160240322457
TA,W48A,35.138599,-86.933296,260.0,2012-01-15,2013-07-26,1.5294509088143584
